ID	seqnames	type	start	end	strand	likelyStrand	Parent	length	ORFnumber	nearest_ref_gene	nearest_ref_ensembl_transcriptID	exonNumber	exonHits	exactAnnotated	partialAnnotated	geneID	gene_type	genelevel	gene_name	ensembl_transcriptID	transcript_type	transcript_support_level	LTR/repClass	LTR/repName	LTR/repeatIDs	repClass	repeatIDs	LTRderived	spansRTErepeat	summaryAnnotation
trans1768741dd95a3f1c	chr5	transcript	151268259	151280261	*	NA	NA	3623	NA	GM2A	ENST00000357164.3	2	1190946;1190960	0	1	ENSG00000196743.8	protein_coding	level 2	 GM2A	ENST00000357164.3	protein_coding	1	ERV1	MER84	LTR/ERV1|MER84|5|151269470|151269544;LTR/ERV1|MER84|5|151269545|151269954	SINE;LTR;LINE	SINE/Alu|AluSc|5|151268156|151268451;SINE/Alu|AluSc5|5|151268648|151268690;LTR/ERV1|MER84|5|151269470|151269544;LTR/ERV1|MER84|5|151269545|151269954;LINE/L1|L1MC4a|5|151270127|151271792;SINE/Alu|AluSx|5|151271793|151272093;SINE/Alu|AluSx1|5|151280174|151280472	TRUE	TRUE	partial
trans17ea905b6ee5ad9f	chr11	transcript	69294493	69341682	*	NA	NA	257	NA	MYEOV	ENST00000308946.3	2	2228722;2228789	0	1	ENSG00000172927.7	protein_coding	level 2	 MYEOV	ENST00000308946.3	protein_coding	1	ERVL-MaLR	MLT1L	LTR/ERVL-MaLR|MLT1L|11|69341342|69341729	LINE;LTR	LINE/L2|L2|11|69294514|69294701;LTR/ERVL-MaLR|MLT1L|11|69341342|69341729	TRUE	TRUE	partial
trans18e3a12c122fd76f	chr11	transcript	102378040	102379948	*	NA	NA	1909	NA	BIRC2	ENST00000532672.5	1	2267139	0	1	ENSG00000110330.8	protein_coding	level 2	 BIRC2	ENST00000227758.6	protein_coding	1	ERVL-MaLR	MLT1B	LTR/ERVL-MaLR|MLT1B|11|102379629|102379990	LTR	LTR/ERVL-MaLR|MLT1B|11|102379629|102379990	TRUE	TRUE	partial
trans19670e77ce7d4674	chr17	transcript	50645073	50653086	*	NA	NA	1490	NA	ABCC3	ENST00000285238.12	2	3202616;3202635	0	0	NA	NA	NA	 ABCC3	NA	NA	NA	ERV1	MER34B-int	LTR/ERV1|MER34B-int|17|50651740|50653041	SINE;LTR	SINE/Alu|AluSg|17|50645043|50645221;SINE/Alu|AluSx|17|50651441|50651738;LTR/ERV1|MER34B-int|17|50651740|50653041;SINE/Alu|AluSq2|17|50653064|50653372	TRUE	TRUE	unannotated
trans19b1acbca0746edd	chr20	transcript	7213590	7240471	*	NA	NA	371	NA	LINC01428	ENST00000449581.1	2	3575595;3575599	0	0	NA	NA	NA	 LINC01428	NA	NA	NA	Gypsy	MamGypLTR2c	LTR/Gypsy|MamGypLTR2c|20|7239595|7240576	LINE;LTR	LINE/L1|L1MB7|20|7213494|7213597;LINE/L1|L1M1|20|7213600|7214646;LTR/Gypsy|MamGypLTR2c|20|7239595|7240576	TRUE	TRUE	unannotated
trans1aaae98497128198	chr17	transcript	50651089	50653508	*	NA	NA	392	NA	ABCC3	ENST00000285238.12	2	3202633;3202636	0	0	NA	NA	NA	 ABCC3	NA	NA	NA	ERV1	MER34B-int	LTR/ERV1|MER34B-int|17|50651088|50651440	LTR;SINE	LTR/ERV1|MER34B-int|17|50651088|50651440;SINE/Alu|AluSx|17|50651441|50651738;SINE/Alu|AluSq2|17|50653469|50653771	TRUE	TRUE	unannotated
trans1ad0d1c9cd8e5656	chr7	transcript	141927357	141947155	-	-	NA	3683	1	CLEC5A	ENST00000546910.5	7	1592519;1592527;1592532;1592539;1592541;1592544;1592548	6	7	ENSG00000258227.6	protein_coding	level 2	 CLEC5A	ENST00000546910.5	protein_coding	1	ERVL-MaLR	MLT1H	LTR/ERVL-MaLR|MLT1H|7|141927463|141927641	LINE;LTR;SINE	LINE/L2|L2a|7|141927296|141927462;LTR/ERVL-MaLR|MLT1H|7|141927463|141927641;SINE/MIR|MIRb|7|141927897|141928039	TRUE	TRUE	partial
trans1b512593037999bc	chr11	transcript	112090880	112140346	*	NA	NA	196	NA	SDHD	ENST00000526592.5	9	2275770;2275802;2275840;2275841;2275852;2275866;2275872;2275876;2275886	0	0	NA	NA	NA	 SDHD	NA	NA	NA	Gypsy	MamGypLTR3a	LTR/Gypsy|MamGypLTR3a|11|112121531|112122245	SINE;LTR	SINE/Alu|AluSx|11|112090696|112090995;SINE/Alu|AluSz6|11|112098122|112098424;LTR/Gypsy|MamGypLTR3a|11|112121531|112122245;SINE/Alu|AluSg|11|112127514|112127817;SINE/Alu|AluYb8|11|112134844|112135154;SINE/Alu|AluSx1|11|112140291|112140590	TRUE	TRUE	unannotated
trans1b5f730bf9e5cc07	chrUn_KI270751v1	transcript	58448	71772	*	NA	NA	2592	NA	NA	NA	2	3982992;3983066	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	MER57-int~MER57A1;LTR6A	LTR/ERV1|MER57-int~MER57A1|KI270751.1|69199|69970;LTR/ERV1|LTR6A|KI270751.1|70055|70617	SINE;LINE;LTR	SINE/Alu|AluSp|KI270751.1|58167|58467;LINE/L1|L1PA3|KI270751.1|58559|64709;LTR/ERV1|MER57-int~MER57A1|KI270751.1|69199|69970;LTR/ERV1|LTR6A|KI270751.1|70055|70617;LINE/RTE-X|L4_B_Mam|KI270751.1|70732|71434	TRUE	TRUE	unannotated
trans1cdc396b1077e19a	chr2	transcript	91784898	91865915	*	NA	NA	2598	NA	ABCD1P5	ENST00000445663.1	4	511763;511837;511838;511840	0	0	NA	NA	NA	 ABCD1P5	NA	NA	NA	ERVL-MaLR	MSTB1	LTR/ERVL-MaLR|MSTB1|2|91787362|91787492	LINE;LTR;SINE	LINE/L1|L1PA4|2|91782774|91784993;LINE/L1|L1MEg|2|91785053|91785811;LINE/L1|L1MEc|2|91786136|91787313;LTR/ERVL-MaLR|MSTB1|2|91787362|91787492;SINE/Alu|AluSg|2|91865058|91865357;SINE/Alu|AluSx|2|91865683|91865958	TRUE	TRUE	unannotated
trans1de1e3725b5c16c1	chr11	transcript	69366825	69372511	*	NA	NA	3941	3	RP11-211G23.2	ENST00000561588.2	5	2228817;2228822;2228824;2228831;2228834	0	1	ENSG00000260877.2	lincRNA	level 2	 RP11-211G23.2	ENST00000561588.2	lincRNA	3	ERVL-MaLR	MLT1D	LTR/ERVL-MaLR|MLT1D|11|69369832|69370065	SINE;LINE;LTR	SINE/Alu|AluJr|11|69366715|69366898;LINE/L1|L1ME3E|11|69368667|69368974;LINE/L1|L1ME3|11|69368977|69369769;LTR/ERVL-MaLR|MLT1D|11|69369832|69370065;SINE/MIR|MIR|11|69371548|69371670	TRUE	TRUE	partial
trans1e405d1c71656956	chr16	transcript	761152	768861	+	+	NA	2396	3	MSLN	ENST00000545450.6	16	2868286;2868307;2868313;2868361;2868377;2868403;2868446;2868477;2868508;2868580;2868603;2868629;2868663;2868687;2868727;2868757	13	15	ENSG00000102854.14	protein_coding	level 2;level 3	 MSLN	ENST00000382862.7;ENST00000563941.5;ENST00000566549.5;ENST00000620831.4	protein_coding	1;5	ERVL	MER54B	LTR/ERVL|MER54B|16|760973|761306	LTR	LTR/ERVL|MER54B|16|760973|761306	TRUE	TRUE	partial
trans1fc371228a6b9db8	chr2	transcript	34687249	34688516	*	NA	NA	1268	NA	LINC01320	ENST00000626008.2	1	443538	0	0	NA	NA	NA	 LINC01320	NA	NA	NA	ERV1	MER110A	LTR/ERV1|MER110A|2|34687650|34688147	LTR	LTR/ERV1|MER110A|2|34687650|34688147	TRUE	TRUE	unannotated
trans20145ef1c2c8603b	chr15	transcript	99395286	99401344	*	NA	NA	278	NA	RP11-20G13.3	ENST00000561362.1	3	2854487;2854488;2854515	0	3	ENSG00000259590.1;ENSG00000259760.1	antisense;lincRNA	level 2	 RP11-20G13.3	ENST00000559569.1;ENST00000561362.1	antisense;lincRNA	3	ERVL-MaLR	THE1B	LTR/ERVL-MaLR|THE1B|15|99401167|99401522	LINE;LTR	LINE/L1|L1MB7|15|99394399|99396453;LTR/ERVL-MaLR|THE1B|15|99401167|99401522	TRUE	TRUE	partial
trans20b8a4a069f540b5	chr8	transcript	70632544	70639969	*	NA	NA	638	NA	LACTB2	ENST00000522447.5	2	1685024;1685054	0	0	NA	NA	NA	 LACTB2	NA	NA	NA	ERVL-MaLR	MLT1K	LTR/ERVL-MaLR|MLT1K|8|70632698|70632887	LTR;SINE	LTR/ERVL-MaLR|MLT1K|8|70632698|70632887;SINE/Alu|AluJb|8|70632888|70633200;SINE/Alu|AluSp|8|70639681|70639972	TRUE	TRUE	unannotated
trans212eb4af55936d51	chr17	transcript	74906586	74907074	*	NA	NA	220	NA	NA	NA	2	3242456;3242457	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	HERV9NC-int~LTR12C	LTR/ERV1|HERV9NC-int~LTR12C|17|74906692|74908787	LTR	LTR/ERV1|HERV9NC-int~LTR12C|17|74906692|74908787	TRUE	TRUE	unannotated
trans219083be146088a6	chr1	transcript	67397631	67400294	*	NA	NA	1691	1	NA	NA	2	163803;163805	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	MER41B	LTR/ERV1|MER41B|1|67399759|67400223	LINE;LTR;SINE	LINE/L2|L2b|1|67398526|67398700;LINE/L1-Tx1|MARE6|1|67399458|67399697;LTR/ERV1|MER41B|1|67399759|67400223;SINE/Alu|AluSx1|1|67400224|67400522	TRUE	TRUE	unannotated
trans21c132055da8fdf3	chr2	transcript	230517730	230524089	*	NA	NA	215	NA	AC010149.4	ENST00000455357.5	2	670577;670586	0	0	NA	NA	NA	 AC010149.4	NA	NA	NA	ERV1	LOR1-int	LTR/ERV1|LOR1-int|2|230523937|230524052	SINE;LTR	SINE/Alu|AluSx3|2|230517480|230517786;SINE/Alu|AluSq2|2|230523627|230523929;LTR/ERV1|LOR1-int|2|230523937|230524052;SINE/Alu|AluSq2|2|230524053|230524380	TRUE	TRUE	unannotated
trans22d47719a5c336d7	chr15	transcript	101602731	101605306	*	NA	NA	2576	1	NA	NA	1	2857961	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL;ERVL-MaLR	LTR67B;MLT1F2	LTR/ERVL|LTR67B|15|101602739|101602882;LTR/ERVL-MaLR|MLT1F2|15|101604875|101605111	LTR;LINE;SINE	LTR/ERVL|LTR67B|15|101602739|101602882;LINE/L2|L2|15|101604180|101604863;LTR/ERVL-MaLR|MLT1F2|15|101604875|101605111;SINE/Alu|AluJr|15|101605263|101605549	TRUE	TRUE	unannotated
trans2398ea59b0477df6	chr7	transcript	45909986	45910857	*	NA	NA	785	NA	NA	NA	2	1465583;1465585	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL	MLT2B1	LTR/ERVL|MLT2B1|7|45910677|45911222	LINE;LTR	LINE/L1|L1ME4a|7|45909887|45910423;LTR/ERVL|MLT2B1|7|45910677|45911222	TRUE	TRUE	unannotated
trans2448a60a45056653	chr3	transcript	119629491	119631165	*	NA	NA	1675	NA	PLA1A	ENST00000273371.8	1	823638	0	1	ENSG00000144837.8	protein_coding	level 2	 PLA1A	ENST00000273371.8	protein_coding	1	ERVL	LTR33;LTR101_Mam	LTR/ERVL|LTR33|3|119630107|119630534;LTR/ERVL|LTR101_Mam|3|119630688|119630984	LTR;SINE	LTR/ERVL|LTR33|3|119630107|119630534;LTR/ERVL|LTR101_Mam|3|119630688|119630984;SINE/Alu|AluSx|3|119631120|119631439	TRUE	TRUE	partial
trans24fa6283de30568a	chr1	transcript	205538070	205549495	*	NA	NA	1737	3	NA	NA	2	343809;343822	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	MER4CL34	LTR/ERV1|MER4CL34|1|205549076|205549398	SINE;LINE;LTR	SINE/Alu|AluSx1|1|205537871|205538179;SINE/Alu|AluSc5|1|205547562|205547863;LINE/L1|L1M5|1|205548938|205549075;LTR/ERV1|MER4CL34|1|205549076|205549398;SINE/Alu|AluJb|1|205549403|205549641	TRUE	TRUE	unannotated
trans2582905b59207030	chr3	transcript	172504435	172532085	*	NA	NA	374	NA	AC007919.18	ENST00000429380.1	2	879792;879867	0	0	NA	NA	NA	 AC007919.18	NA	NA	NA	ERVL-MaLR	MLT1C2	LTR/ERVL-MaLR|MLT1C2|3|172504383|172504673	LTR;SINE	LTR/ERVL-MaLR|MLT1C2|3|172504383|172504673;SINE/Alu|AluYf1|3|172504676|172504976;SINE/Alu|AluSx1|3|172532015|172532251	TRUE	TRUE	unannotated
trans25ad546ebf2056f2	chr3	transcript	77239688	77240003	*	NA	NA	197	NA	ROBO2	ENST00000487694.7	2	801537;801538	0	0	NA	NA	NA	 ROBO2	NA	NA	NA	ERV1	LTR12C	LTR/ERV1|LTR12C|3|77239081|77240640	LTR	LTR/ERV1|LTR12C|3|77239081|77240640	TRUE	TRUE	unannotated
trans25c460c7b3d2e9d7	chr19	transcript	28611761	28613570	*	NA	NA	1526	1	AC079466.1	ENST00000587961.1	2	3452064;3452070	0	2	ENSG00000266976.1	lincRNA	level 2	 AC079466.1	ENST00000587961.1	lincRNA	2	ERV1	HERVE-int~LTR2	LTR/ERV1|HERVE-int~LTR2|19|28606445|28615273	LTR	LTR/ERV1|HERVE-int~LTR2|19|28606445|28615273	TRUE	TRUE	partial
trans25e8caa57752722a	chr22	transcript	18989827	18994628	*	NA	NA	3845	4	DGCR5	ENST00000440005.6	3	3734102;3734106;3734119	0	3	ENSG00000237517.8	antisense	level 2	 DGCR5	ENST00000438934.5;ENST00000440005.6	antisense	1;5	ERVL-MaLR	MSTB	LTR/ERVL-MaLR|MSTB|22|18989910|18990114	SINE;LTR;LINE	SINE/Alu|AluY|22|18989552|18989855;LTR/ERVL-MaLR|MSTB|22|18989910|18990114;LINE/L1|L1MB3|22|18990115|18990614	TRUE	TRUE	partial
trans25e9bbf991830922	chr22	transcript	32184934	32218079	*	NA	NA	2014	NA	RP1-90G24.10	ENST00000434942.1	5	3770882;3770900;3770907;3770919;3770946	0	1	ENSG00000128253.13	protein_coding	level 3	 RP1-90G24.10	ENST00000248980.8	protein_coding	1	ERVL-MaLR	THE1C	LTR/ERVL-MaLR|THE1C|22|32216936|32217320	SINE;LINE;LTR	SINE/Alu|AluSx1|22|32184893|32185198;SINE/Alu|AluSx|22|32195450|32195757;SINE/Alu|AluY|22|32201038|32201333;SINE/Alu|AluSx3|22|32216040|32216331;LINE/L1|L1MB8|22|32216511|32216634;LTR/ERVL-MaLR|THE1C|22|32216936|32217320;LINE/L1|L1MA9|22|32217333|32217571;LINE/L1|L1MA9|22|32217572|32217932;LINE/L1|L1P4|22|32217933|32218020	TRUE	TRUE	partial
trans25ee769785a920be	chr16	transcript	3065134	3069862	+	+	NA	1794	1	IL32	ENST00000396890.6	6	2887858;2887872;2887902;2887927;2887942;2887988	4	6	ENSG00000008517.16	protein_coding	level 2	 IL32	ENST00000325568.9;ENST00000525643.6;ENST00000534507.5	protein_coding	1;2	ERVL-MaLR	THE1D	LTR/ERVL-MaLR|THE1D|16|3069593|3069804	LTR;SINE	LTR/ERVL-MaLR|THE1D|16|3069593|3069804;SINE/Alu|AluSq2|16|3069810|3070104	TRUE	TRUE	partial
trans25f747e68373be5a	chr1	transcript	46320952	46330434	*	NA	NA	231	NA	NA	NA	2	136234;136256	0	0	NA	NA	NA	NA	NA	NA	NA	ERVK	LTR5_Hs	LTR/ERVK|LTR5_Hs|1|46320296|46321263;LTR/ERVK|LTR5_Hs|1|46329763|46330515	LTR	LTR/ERVK|LTR5_Hs|1|46320296|46321263;LTR/ERVK|LTR5_Hs|1|46329763|46330515	TRUE	TRUE	unannotated
trans273c6c12aeb67842	chr1_KI270706v1_random	transcript	52891	55482	*	NA	NA	231	NA	NA	NA	2	3946712;3946735	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL-MaLR	MSTA~MSTA-int	LTR/ERVL-MaLR|MSTA~MSTA-int|KI270706.1|52885|54390;LTR/ERVL-MaLR|MSTA~MSTA-int|KI270706.1|55250|55658	LTR	LTR/ERVL-MaLR|MSTA~MSTA-int|KI270706.1|52885|54390;LTR/ERVL-MaLR|MSTA~MSTA-int|KI270706.1|55250|55658	TRUE	TRUE	unannotated
trans2785fe15df551272	chr16	transcript	47080803	47144035	-	-	NA	4452	2	NETO2	ENST00000562435.5	10	2974110;2974122;2974141;2974151;2974172;2974179;2974190;2974198;2974204;2974224	7	9	ENSG00000171208.9	protein_coding	level 2	 NETO2	ENST00000562435.5	protein_coding	1	ERV1	LTR12E	LTR/ERV1|LTR12E|16|47143725|47143941	LINE;LTR	LINE/L1|L1PA7|16|47099160|47103448;LTR/ERV1|LTR12E|16|47143725|47143941	TRUE	TRUE	partial
trans27b20de2288f8562	chr21	transcript	42599938	42600794	*	NA	NA	698	NA	AP001626.1	ENST00000419628.1	2	3704604;3704606	0	2	ENSG00000225431.1	lincRNA	level 2	 AP001626.1	ENST00000419628.1	lincRNA	1	ERVL	ERV3-16A3_I-int	LTR/ERVL|ERV3-16A3_I-int|21|42599569|42600920	LTR	LTR/ERVL|ERV3-16A3_I-int|21|42599569|42600920	TRUE	TRUE	partial
trans27b77e42385683d5	chrUn_KI270751v1	transcript	47568	47980	*	NA	NA	413	NA	NA	NA	1	3982934	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL-MaLR	MLT1G1	LTR/ERVL-MaLR|MLT1G1|KI270751.1|47418|47784	LTR;LINE	LTR/ERVL-MaLR|MLT1G1|KI270751.1|47418|47784;LINE/L1|L1MA5|KI270751.1|47819|48101	TRUE	TRUE	unannotated
trans28364d3a2d3629d9	chrX	transcript	152830885	152853151	+	+	NA	3432	2	NSDHL	ENST00000440023.5	5	3926140;3926149;3926151;3926158;3926163	2	4	ENSG00000147383.10	protein_coding	level 2;level 3	 NSDHL	ENST00000370274.7;ENST00000440023.5	protein_coding	1;5	ERVL	MLT2C1	LTR/ERVL|MLT2C1|X|152852163|152852592	LINE;LTR	LINE/L1|L1ME3Cz|X|152850652|152850773;LINE/L1|L1MB7|X|152850774|152851099;LINE/L1|L1ME3Cz|X|152851100|152851421;LINE/L2|L2a|X|152851528|152852162;LTR/ERVL|MLT2C1|X|152852163|152852592;LINE/L2|L2a|X|152852593|152854057	TRUE	TRUE	partial
trans2885315a14f41b97	chr12	transcript	10069574	10079034	-	-	NA	2317	1	CLEC1A	ENST00000315330.8	4	2337285;2337291;2337295;2337301	2	3	ENSG00000150048.10	protein_coding	level 2	 CLEC1A	ENST00000315330.8	protein_coding	1	ERVL-MaLR	MSTB1	LTR/ERVL-MaLR|MSTB1|12|10078709|10079099	SINE;LTR	SINE/MIR|MIRc|12|10069518|10069735;LTR/ERVL-MaLR|MSTB1|12|10078709|10079099	TRUE	TRUE	partial
trans296783d2e8a5afcd	chr12	transcript	8681530	8777211	+	+	NA	4933	1	RIMKLB	ENST00000619374.4	6	2331739;2331753;2331766;2331770;2331778;2331791	4	5	ENSG00000166532.15	protein_coding	level 2;level 3	 RIMKLB	ENST00000357529.7;ENST00000535829.5	protein_coding	1;2	ERVL	MER21C	LTR/ERVL|MER21C|12|8681367|8682151	LTR	LTR/ERVL|MER21C|12|8681367|8682151	TRUE	TRUE	partial
trans29fa75a2f9189d8d	chr6	transcript	29552554	29559936	*	NA	NA	4059	3	OR2I1P	ENST00000453522.1	2	1253307;1253320	0	2	ENSG00000213886.3	protein_coding	level 2	 OR2I1P	ENST00000377050.4	protein_coding	1	ERV1	MER57F	LTR/ERV1|MER57F|6|29552528|29552933	LTR	LTR/ERV1|MER57F|6|29552528|29552933	TRUE	TRUE	partial
trans2add345cbdb281b1	chr11	transcript	96271091	96394197	*	NA	NA	4063	NA	JRKL	ENST00000332349.4	2	2265207;2265377	0	1	ENSG00000183340.6	protein_coding	level 2	 JRKL	ENST00000332349.4	protein_coding	2	ERVL;ERVL-MaLR	MLT2B3;THE1C-int	LTR/ERVL|MLT2B3|11|96270759|96271305;LTR/ERVL-MaLR|THE1C-int|11|96271325|96271787	LTR;LINE;SINE	LTR/ERVL|MLT2B3|11|96270759|96271305;LTR/ERVL-MaLR|THE1C-int|11|96271325|96271787;LINE/L2|L2a|11|96271788|96272298;SINE/MIR|MIRb|11|96273619|96273785;SINE/Alu|AluYk3|11|96274079|96274381	TRUE	TRUE	partial
trans2b9001244e654688	chr6	transcript	111288310	111290323	*	NA	NA	1901	NA	NA	NA	2	1355059;1355063	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	LTR2B	LTR/ERV1|LTR2B|6|111290145|111290629	LTR	LTR/ERV1|LTR2B|6|111290145|111290629	TRUE	TRUE	unannotated
trans2b99c0afff41b4ae	chr2	transcript	26678046	26679133	*	NA	NA	1088	NA	AC015977.5	ENST00000418887.1	1	424544	0	1	ENSG00000225024.1	processed_pseudogene	level 1	 AC015977.5	ENST00000418887.1	processed_pseudogene	NA	ERVL-MaLR	MLT1N2	LTR/ERVL-MaLR|MLT1N2|2|26677579|26678120	LTR;LINE	LTR/ERVL-MaLR|MLT1N2|2|26677579|26678120;LINE/L2|L2c|2|26679125|26679670	TRUE	TRUE	partial
trans2bcc4fed15bdd486	chr16	transcript	3065134	3069862	+	+	NA	1601	1	IL32	ENST00000534507.5	6	2887855;2887869;2887903;2887929;2887939;2887986	4	6	ENSG00000008517.16	protein_coding	level 2	 IL32	ENST00000325568.9;ENST00000525643.6;ENST00000534507.5	protein_coding	1;2	ERVL-MaLR	THE1D	LTR/ERVL-MaLR|THE1D|16|3069593|3069804	LTR;SINE	LTR/ERVL-MaLR|THE1D|16|3069593|3069804;SINE/Alu|AluSq2|16|3069810|3070104	TRUE	TRUE	partial
trans2c937382b3f7a266	chr6	transcript	131702159	131702904	*	NA	NA	746	NA	ENPP3	ENST00000414305.5	1	1368599	0	0	NA	NA	NA	 ENPP3	NA	NA	NA	ERVL-MaLR	MLT1N2	LTR/ERVL-MaLR|MLT1N2|6|131702094|131702203	LTR	LTR/ERVL-MaLR|MLT1N2|6|131702094|131702203	TRUE	TRUE	unannotated
trans2cbca579c257de8d	chrX	transcript	153070085	153074848	*	NA	NA	4436	2	PNMA6A	ENST00000421798.4	2	3926819;3926822	0	2	ENSG00000235961.5	protein_coding	level 2	 PNMA6A	ENST00000421798.4	protein_coding	2	ERV1;Gypsy	MER65A;MamGyp-int	LTR/ERV1|MER65A|X|153070070|153070527;LTR/Gypsy|MamGyp-int|X|153073062|153074019	LTR;LINE	LTR/ERV1|MER65A|X|153070070|153070527;LINE/L1|L1ME3Cz|X|153070710|153071147;LTR/Gypsy|MamGyp-int|X|153073062|153074019	TRUE	TRUE	partial
trans2d1930da2e62f90e	chr15	transcript	101807437	101913905	*	NA	NA	280	NA	OR4F13P	ENST00000560066.1	2	2858506;2858534	0	0	NA	NA	NA	 OR4F13P	NA	NA	NA	ERVL-MaLR	THE1D	LTR/ERVL-MaLR|THE1D|15|101807254|101807625	LTR;SINE;LINE	LTR/ERVL-MaLR|THE1D|15|101807254|101807625;SINE/Alu|AluJr|15|101913715|101913846;LINE/L1|L1MC5a|15|101913897|101914931	TRUE	TRUE	unannotated
trans2e0a3765ba6818dc	chr10	transcript	26332516	26418308	*	NA	NA	3217	1	NA	NA	3	1971362;1971388;1971400	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1;ERVL-MaLR	PABL_A~PABL_A-int;MLT1A0;LTR37A	LTR/ERV1|PABL_A~PABL_A-int|10|26332116|26333452;LTR/ERVL-MaLR|MLT1A0|10|26381712|26382041;LTR/ERV1|LTR37A|10|26417040|26417442	LTR;SINE;LINE	LTR/ERV1|PABL_A~PABL_A-int|10|26332116|26333452;LTR/ERVL-MaLR|MLT1A0|10|26381712|26382041;SINE/Alu|FRAM|10|26415893|26416047;LINE/L2|L2|10|26416067|26416242;SINE/MIR|MIR|10|26416259|26416429;SINE/Alu|AluJo|10|26416442|26416562;LINE/L2|L2|10|26416583|26416946;LTR/ERV1|LTR37A|10|26417040|26417442;LINE/L1|L1M5|10|26417824|26418115	TRUE	TRUE	unannotated
trans2e1609bcccacc2eb	chr16	transcript	20463161	20465538	*	NA	NA	2378	NA	ACSM2A	ENST00000575690.5	1	2923401	0	1	NA	NA	NA	 ACSM2A	NA	NA	NA	ERVL-MaLR	MSTB;MST-int	LTR/ERVL-MaLR|MSTB|16|20463333|20463739;LTR/ERVL-MaLR|MST-int|16|20463845|20464298;LTR/ERVL-MaLR|MSTB|16|20464316|20464718	LINE;LTR	LINE/L1|L1PA4|16|20462950|20463243;LINE/L1|L1MC5a|16|20463244|20463310;LTR/ERVL-MaLR|MSTB|16|20463333|20463739;LTR/ERVL-MaLR|MST-int|16|20463845|20464298;LINE/L1|L1MB3|16|20464299|20464315;LTR/ERVL-MaLR|MSTB|16|20464316|20464718;LINE/L1|L1MB3|16|20464719|20464968	TRUE	TRUE	partial
trans2e70c21bbcbc8dd2	chrX	transcript	96500859	96518053	*	NA	NA	1425	NA	NA	NA	3	3890421;3890424;3890434	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL;ERVL-MaLR	MLT2B4;MLT1F	LTR/ERVL|MLT2B4|X|96500720|96501158;LTR/ERVL-MaLR|MLT1F|X|96516853|96517343	LTR;LINE	LTR/ERVL|MLT2B4|X|96500720|96501158;LTR/ERVL-MaLR|MLT1F|X|96516853|96517343;LINE/L1|L1MC5a|X|96517480|96517976	TRUE	TRUE	unannotated
trans2f7cc371e70e6a9d	chr15	transcript	101608786	101611364	*	NA	NA	2579	1	NA	NA	1	2857971	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL	LTR41B	LTR/ERVL|LTR41B|15|101608963|101609061	SINE;LTR	SINE/Alu|AluSg|15|101608662|101608962;LTR/ERVL|LTR41B|15|101608963|101609061;SINE/Alu|AluSc|15|101611322|101611604	TRUE	TRUE	unannotated
trans2fbeb243195fb377	chr13	transcript	22883800	22890008	*	NA	NA	391	NA	NA	NA	2	2527080;2527094	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	Harlequin-int~LTR2B	LTR/ERV1|Harlequin-int~LTR2B|13|22883560|22889835	LTR;SINE	LTR/ERV1|Harlequin-int~LTR2B|13|22883560|22889835;SINE/Alu|AluSx|13|22889836|22890040	TRUE	TRUE	unannotated
trans2fd827f17dccfdb0	chr1	transcript	89269385	89272931	*	NA	NA	670	NA	RP4-620F22.2	ENST00000437128.1	2	178481;178497	0	1	ENSG00000154451.14	protein_coding	level 2	 RP4-620F22.2	ENST00000370459.7	protein_coding	1	ERV1	LTR12C	LTR/ERV1|LTR12C|1|89272453|89273890	LTR	LTR/ERV1|LTR12C|1|89272453|89273890	TRUE	TRUE	partial
trans30720d1b8c5c7815	chr8	transcript	139911029	139917156	+	+	NA	1198	1	RP11-284H18.1	ENST00000518354.5	3	1729539;1729546;1729551	1	3	ENSG00000253574.5	antisense	level 1	 RP11-284H18.1	ENST00000518354.5	antisense	3	ERVL-MaLR	THE1B-int	LTR/ERVL-MaLR|THE1B-int|8|139910796|139911384	LTR	LTR/ERVL-MaLR|THE1B-int|8|139910796|139911384	TRUE	TRUE	partial
trans30943c358cbb0fe9	chr19	transcript	6578848	6579229	*	NA	NA	382	NA	NA	NA	1	3375037	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	LTR19A	LTR/ERV1|LTR19A|19|6578812|6579208	LTR;SINE	LTR/ERV1|LTR19A|19|6578812|6579208;SINE/Alu|AluY|19|6579211|6579509	TRUE	TRUE	unannotated
